date,crop,market,variety,grade,min_price,max_price,modal_price,price_unit,location,year,month,day_of_week
2022-06-24,Tomato,RSPuram,Hybrid,Local,2434.18,3333.77,2863.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,4
2022-06-25,Tomato,RSPuram,Deshi,Local,2742.11,3536.21,3143.37,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,5
2022-06-26,Tomato,Udumalpet,Hybrid,Local,2651.59,3570.23,3057.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,6
2022-06-27,Tomato,Singanallur,Deshi,Local,2475.56,3307.18,2793.13,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,0
2022-06-28,Tomato,Mettupalayam,Deshi,Local,2906.37,3738.14,3245.14,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,1
2022-06-29,Tomato,Sulur,Deshi,Local,2845.9,3593.88,3217.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,2
2022-06-30,Tomato,RSPuram,Deshi,Local,2932.16,3869.33,3374.35,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,6,3
2022-07-01,Tomato,Udumalpet,Hybrid,Local,2953.23,3787.51,3263.39,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,4
2022-07-02,Tomato,RSPuram,Deshi,Local,2631.62,3463.12,3027.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,5
2022-07-03,Tomato,Mettupalayam,Deshi,Local,2830.31,3798.67,3223.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,6
2022-07-04,Tomato,RSPuram,Hybrid,Local,2790.34,3613.31,3198.55,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,0
2022-07-05,Tomato,Mettupalayam,Deshi,Local,2416.23,3465.25,2888.22,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,1
2022-07-06,Tomato,Mettupalayam,Hybrid,Local,2605.99,3469.96,2995.86,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,2
2022-07-07,Tomato,Mettupalayam,Hybrid,Local,2309.08,3206.21,2637.79,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,3
2022-07-08,Tomato,Udumalpet,Hybrid,Local,2641.78,3581.44,3045.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,4
2022-07-09,Tomato,Mettupalayam,Deshi,Local,2493.91,3480.26,2921.36,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,5
2022-07-10,Tomato,Mettupalayam,Deshi,Local,2670.47,3640.83,3060.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,6
2022-07-11,Tomato,RSPuram,Deshi,Local,2526.23,3383.61,2958.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,0
2022-07-12,Tomato,Mettupalayam,Hybrid,Local,2432.67,3315.63,2785.32,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,1
2022-07-13,Tomato,Sulur,Deshi,Local,2558.1,3500.56,3015.42,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,2
2022-07-14,Tomato,Sulur,Hybrid,Local,2157.68,3109.5,2536.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,3
2022-07-15,Tomato,Sulur,Hybrid,Local,2081.72,3095.3,2550.6,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,4
2022-07-16,Tomato,RSPuram,Hybrid,Local,2464.6,3382.21,2916.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,5
2022-07-17,Tomato,Udumalpet,Deshi,Local,2415.25,3251.83,2840.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,6
2022-07-18,Tomato,RSPuram,Hybrid,Local,2026.35,2806.02,2401.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,0
2022-07-19,Tomato,Singanallur,Deshi,Local,2106.01,2992.63,2514.84,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,1
2022-07-20,Tomato,Sulur,Deshi,Local,2128.27,3016.53,2541.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,2
2022-07-21,Tomato,Udumalpet,Deshi,Local,2451.13,3304.72,2826.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,3
2022-07-22,Tomato,Mettupalayam,Hybrid,Local,2263.99,3167.43,2699.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,4
2022-07-23,Tomato,Mettupalayam,Deshi,Local,2529.56,3403.23,2849.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,5
2022-07-24,Tomato,Mettupalayam,Hybrid,Local,2809.09,3668.41,3285.79,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,6
2022-07-25,Tomato,Singanallur,Hybrid,Local,2245.57,2956.89,2557.37,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,0
2022-07-26,Tomato,Mettupalayam,Deshi,Local,2193.85,3133.33,2593.47,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,1
2022-07-27,Tomato,Udumalpet,Hybrid,Local,2342.63,3264.58,2822.16,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,2
2022-07-28,Tomato,RSPuram,Deshi,Local,2295.32,3171.65,2730.4,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,3
2022-07-29,Tomato,Mettupalayam,Hybrid,Local,1942.17,2923.8,2352.38,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,4
2022-07-30,Tomato,RSPuram,Deshi,Local,2419.7,3206.21,2750.86,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,5
2022-07-31,Tomato,RSPuram,Deshi,Local,2404.24,3227.78,2721.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,7,6
2022-08-01,Tomato,Sulur,Hybrid,Local,2248.67,3161.63,2574.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,0
2022-08-02,Tomato,Singanallur,Deshi,Local,2079.41,2891.11,2428.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,1
2022-08-03,Tomato,Singanallur,Hybrid,Local,2404.42,3299.11,2734.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,2
2022-08-04,Tomato,Sulur,Hybrid,Local,2220.26,3236.46,2667.47,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,3
2022-08-05,Tomato,Singanallur,Deshi,Local,1789.26,2652.44,2100.68,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,4
2022-08-06,Tomato,Udumalpet,Hybrid,Local,2051.53,2930.77,2364.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,5
2022-08-07,Tomato,Udumalpet,Hybrid,Local,2328.25,3334.69,2736.01,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,6
2022-08-08,Tomato,Mettupalayam,Hybrid,Local,2425.04,3280.03,2834.92,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,0
2022-08-09,Tomato,Sulur,Deshi,Local,2011.7,2965.27,2478.38,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,1
2022-08-10,Tomato,Mettupalayam,Deshi,Local,2283.93,3293.64,2751.15,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,2
2022-08-11,Tomato,Singanallur,Hybrid,Local,2335.04,3216.81,2695.56,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,3
2022-08-12,Tomato,Sulur,Hybrid,Local,1820.02,2707.47,2260.68,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,4
2022-08-13,Tomato,Singanallur,Hybrid,Local,1930.41,2820.77,2277.41,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,5
2022-08-14,Tomato,Singanallur,Deshi,Local,2137.5,2935.2,2469.97,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,6
2022-08-15,Tomato,Udumalpet,Deshi,Local,1951.63,2775.08,2351.4,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,0
2022-08-16,Tomato,RSPuram,Hybrid,Local,2550.53,3346.54,2951.98,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,1
2022-08-17,Tomato,Sulur,Hybrid,Local,1785.41,2773.57,2246.48,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,2
2022-08-18,Tomato,Udumalpet,Hybrid,Local,2072.29,2997.34,2513.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,3
2022-08-19,Tomato,Singanallur,Deshi,Local,1927.48,2762.09,2249.06,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,4
2022-08-20,Tomato,Singanallur,Deshi,Local,1918.99,2780.77,2305.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,5
2022-08-21,Tomato,Mettupalayam,Hybrid,Local,1647.33,2451.1,1972.21,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,6
2022-08-22,Tomato,Udumalpet,Deshi,Local,1803.02,2865.33,2270.04,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,0
2022-08-23,Tomato,Udumalpet,Hybrid,Local,2064.87,2925.46,2376.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,1
2022-08-24,Tomato,Sulur,Deshi,Local,1865.98,2890.48,2325.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,2
2022-08-25,Tomato,Udumalpet,Deshi,Local,1699.74,2650.09,2088.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,3
2022-08-26,Tomato,Mettupalayam,Deshi,Local,1806.54,2695.91,2187.97,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,4
2022-08-27,Tomato,RSPuram,Deshi,Local,2188.04,3016.13,2624.2,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,5
2022-08-28,Tomato,Udumalpet,Deshi,Local,1733.93,2668.58,2090.36,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,6
2022-08-29,Tomato,Sulur,Hybrid,Local,1840.18,2861.81,2279.4,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,0
2022-08-30,Tomato,Udumalpet,Hybrid,Local,1529.88,2417.74,1955.2,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,1
2022-08-31,Tomato,Mettupalayam,Hybrid,Local,1973.68,2873.03,2398.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,8,2
2022-09-01,Tomato,Sulur,Hybrid,Local,1447.82,2186.14,1769.77,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,3
2022-09-02,Tomato,Singanallur,Hybrid,Local,1591.51,2481.78,1946.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,4
2022-09-03,Tomato,Singanallur,Hybrid,Local,1337.11,2217.98,1790.9,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,5
2022-09-04,Tomato,Udumalpet,Deshi,Local,2038.17,3039.16,2458.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,6
2022-09-05,Tomato,RSPuram,Deshi,Local,2457.26,3383.9,2793.26,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,0
2022-09-06,Tomato,Udumalpet,Deshi,Local,1756.52,2531.74,2152.32,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,1
2022-09-07,Tomato,Sulur,Hybrid,Local,1514.67,2403.07,1915.21,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,2
2022-09-08,Tomato,Sulur,Hybrid,Local,2413.91,3269.65,2857.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,3
2022-09-09,Tomato,Singanallur,Hybrid,Local,1721.84,2703.85,2179.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,4
2022-09-10,Tomato,Udumalpet,Hybrid,Local,2028.07,2793.67,2366.4,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,5
2022-09-11,Tomato,Udumalpet,Deshi,Local,1826.71,2733.57,2294.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,6
2022-09-12,Tomato,RSPuram,Deshi,Local,2225.98,2933.59,2540.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,0
2022-09-13,Tomato,Singanallur,Hybrid,Local,1559.6,2499.82,2034.79,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,1
2022-09-14,Tomato,Sulur,Hybrid,Local,2158.96,3126.78,2533.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,2
2022-09-15,Tomato,Mettupalayam,Deshi,Local,1738.77,2685.66,2190.36,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,3
2022-09-16,Tomato,RSPuram,Hybrid,Local,1620.23,2665.72,2095.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,4
2022-09-17,Tomato,Singanallur,Hybrid,Local,2232.75,3100.37,2584.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,5
2022-09-18,Tomato,Mettupalayam,Hybrid,Local,1613.8,2419.79,2010.15,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,6
2022-09-19,Tomato,Mettupalayam,Hybrid,Local,2091.83,2842.5,2420.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,0
2022-09-20,Tomato,Mettupalayam,Deshi,Local,1713.49,2650.16,2096.61,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,1
2022-09-21,Tomato,Singanallur,Hybrid,Local,2110.53,2889.45,2455.52,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,2
2022-09-22,Tomato,Mettupalayam,Deshi,Local,1957.94,2795.7,2396.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,3
2022-09-23,Tomato,RSPuram,Hybrid,Local,1828.19,2595.09,2156.78,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,4
2022-09-24,Tomato,Singanallur,Deshi,Local,1550.9,2485.54,2003.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,5
2022-09-25,Tomato,Singanallur,Hybrid,Local,1584.37,2483.2,2002.26,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,6
2022-09-26,Tomato,Sulur,Deshi,Local,2030.57,2951.23,2423.55,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,0
2022-09-27,Tomato,Udumalpet,Hybrid,Local,2195.87,3048.43,2668.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,1
2022-09-28,Tomato,Udumalpet,Hybrid,Local,2037.82,2818.07,2402.83,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,2
2022-09-29,Tomato,Mettupalayam,Deshi,Local,1384.39,2208.98,1744.81,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,3
2022-09-30,Tomato,Sulur,Hybrid,Local,1653.6,2481.2,1971.52,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,9,4
2022-10-01,Tomato,Mettupalayam,Deshi,Local,1580.95,2303.34,1907.09,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,5
2022-10-02,Tomato,Singanallur,Hybrid,Local,1759.05,2759.65,2164.62,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,6
2022-10-03,Tomato,Singanallur,Deshi,Local,1751.06,2681.64,2228.9,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,0
2022-10-04,Tomato,Mettupalayam,Deshi,Local,1687.71,2525.92,2102.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,1
2022-10-05,Tomato,Udumalpet,Hybrid,Local,1663.77,2470.55,2025.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,2
2022-10-06,Tomato,RSPuram,Hybrid,Local,1951.93,2997.53,2418.87,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,3
2022-10-07,Tomato,Singanallur,Hybrid,Local,1687.8,2555.9,2072.27,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,4
2022-10-08,Tomato,Mettupalayam,Hybrid,Local,2016.4,3051.86,2475.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,5
2022-10-09,Tomato,Singanallur,Hybrid,Local,1909.25,2654.38,2270.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,6
2022-10-10,Tomato,Mettupalayam,Hybrid,Local,1593.94,2416.53,2037.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,0
2022-10-11,Tomato,RSPuram,Deshi,Local,1983.66,2873.88,2354.84,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,1
2022-10-12,Tomato,Sulur,Deshi,Local,2014.52,2970.42,2459.73,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,2
2022-10-13,Tomato,Sulur,Deshi,Local,1637.51,2508.41,2008.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,3
2022-10-14,Tomato,Singanallur,Hybrid,Local,2192.12,3078.37,2554.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,4
2022-10-15,Tomato,Udumalpet,Hybrid,Local,2111.61,2958.85,2560.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,5
2022-10-16,Tomato,Sulur,Hybrid,Local,1922.9,2792.34,2232.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,6
2022-10-17,Tomato,Sulur,Deshi,Local,2011.76,2971.15,2481.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,0
2022-10-18,Tomato,Udumalpet,Hybrid,Local,1165.98,2105.8,1603.62,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,1
2022-10-19,Tomato,Singanallur,Hybrid,Local,1253.85,2120.49,1642.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,2
2022-10-20,Tomato,Singanallur,Deshi,Local,1719.7,2508.66,2022.68,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,3
2022-10-21,Tomato,Mettupalayam,Hybrid,Local,2143.5,3045.19,2446.0,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,4
2022-10-22,Tomato,RSPuram,Deshi,Local,1996.96,2792.01,2354.5,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,5
2022-10-23,Tomato,RSPuram,Hybrid,Local,1423.3,2219.85,1794.03,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,6
2022-10-24,Tomato,Singanallur,Deshi,Local,1788.37,2572.43,2121.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,0
2022-10-25,Tomato,Sulur,Hybrid,Local,1628.58,2514.75,2081.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,1
2022-10-26,Tomato,Mettupalayam,Hybrid,Local,1808.68,2737.41,2234.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,2
2022-10-27,Tomato,Udumalpet,Hybrid,Local,1998.46,2942.36,2353.21,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,3
2022-10-28,Tomato,Sulur,Hybrid,Local,1758.2,2644.34,2160.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,4
2022-10-29,Tomato,Udumalpet,Hybrid,Local,2234.95,3124.63,2656.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,5
2022-10-30,Tomato,Sulur,Deshi,Local,2100.33,2888.34,2487.52,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,6
2022-10-31,Tomato,Sulur,Hybrid,Local,2023.97,2958.04,2437.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,10,0
2022-11-01,Tomato,Sulur,Hybrid,Local,2079.67,2913.08,2457.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-02,Tomato,RSPuram,Deshi,Local,1694.24,2659.23,2166.04,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-03,Tomato,Udumalpet,Hybrid,Local,1755.25,2640.78,2113.72,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-04,Tomato,Sulur,Deshi,Local,2012.65,2920.46,2439.15,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-05,Tomato,RSPuram,Deshi,Local,2319.12,3191.82,2620.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-06,Tomato,Sulur,Hybrid,Local,1913.91,2688.69,2278.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-07,Tomato,Udumalpet,Hybrid,Local,1767.7,2640.97,2234.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-08,Tomato,Sulur,Hybrid,Local,2094.78,2962.22,2482.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-09,Tomato,Sulur,Deshi,Local,2238.5,3089.85,2560.03,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-10,Tomato,Singanallur,Hybrid,Local,1726.78,2683.86,2167.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-11,Tomato,Mettupalayam,Deshi,Local,2320.0,3253.87,2670.3,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-12,Tomato,Sulur,Hybrid,Local,1865.18,2762.15,2167.8,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-13,Tomato,Sulur,Hybrid,Local,2137.78,2961.9,2559.64,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-14,Tomato,Mettupalayam,Hybrid,Local,2211.83,3090.4,2627.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-15,Tomato,Singanallur,Hybrid,Local,2159.4,2964.19,2564.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-16,Tomato,Singanallur,Hybrid,Local,1943.05,2841.1,2316.36,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-17,Tomato,Mettupalayam,Deshi,Local,2318.82,3144.05,2729.64,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-18,Tomato,Udumalpet,Deshi,Local,2348.48,3224.01,2656.99,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-19,Tomato,Udumalpet,Hybrid,Local,2276.93,3168.05,2711.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-20,Tomato,RSPuram,Deshi,Local,2326.27,3214.62,2798.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-21,Tomato,Mettupalayam,Deshi,Local,2623.07,3585.68,3060.55,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-22,Tomato,Mettupalayam,Deshi,Local,2325.31,3226.42,2769.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-23,Tomato,RSPuram,Deshi,Local,1897.81,2888.14,2298.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-11-24,Tomato,Udumalpet,Deshi,Local,2406.42,3259.58,2859.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,3
2022-11-25,Tomato,Singanallur,Hybrid,Local,1866.69,2830.08,2240.31,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,4
2022-11-26,Tomato,Singanallur,Hybrid,Local,2338.69,3116.96,2659.77,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,5
2022-11-27,Tomato,Udumalpet,Hybrid,Local,1764.8,2634.53,2114.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,6
2022-11-28,Tomato,Sulur,Deshi,Local,2117.0,3020.21,2524.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,0
2022-11-29,Tomato,Udumalpet,Hybrid,Local,2217.7,2937.97,2532.73,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,1
2022-11-30,Tomato,Sulur,Hybrid,Local,2109.73,2942.94,2486.87,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,11,2
2022-12-01,Tomato,RSPuram,Hybrid,Local,1943.81,2781.64,2388.83,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-02,Tomato,Singanallur,Hybrid,Local,2243.95,3208.38,2707.42,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-03,Tomato,Mettupalayam,Deshi,Local,1807.95,2701.19,2276.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-04,Tomato,Singanallur,Hybrid,Local,1714.06,2681.03,2167.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-05,Tomato,Mettupalayam,Hybrid,Local,2112.35,3043.32,2581.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-06,Tomato,Singanallur,Deshi,Local,2356.01,3252.38,2662.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-07,Tomato,Sulur,Hybrid,Local,2024.97,2827.63,2344.99,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-08,Tomato,Udumalpet,Hybrid,Local,2430.25,3351.88,2866.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-09,Tomato,Mettupalayam,Deshi,Local,2428.77,3318.49,2864.21,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-10,Tomato,Singanallur,Hybrid,Local,2423.04,3438.66,2850.74,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-11,Tomato,Mettupalayam,Deshi,Local,2309.6,3158.28,2664.03,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-12,Tomato,RSPuram,Hybrid,Local,2385.49,3306.88,2762.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-13,Tomato,Mettupalayam,Hybrid,Local,2151.34,3192.54,2628.55,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-14,Tomato,RSPuram,Hybrid,Local,1953.4,2751.69,2370.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-15,Tomato,Udumalpet,Deshi,Local,2611.73,3455.75,2954.37,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-16,Tomato,Mettupalayam,Deshi,Local,2556.97,3395.9,2914.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-17,Tomato,Mettupalayam,Hybrid,Local,2716.39,3620.02,3138.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-18,Tomato,Udumalpet,Deshi,Local,2769.28,3551.68,3080.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-19,Tomato,Singanallur,Hybrid,Local,2417.6,3197.15,2768.14,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
2022-12-20,Tomato,Sulur,Hybrid,Local,2682.79,3517.1,3092.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,1
2022-12-21,Tomato,Udumalpet,Hybrid,Local,2607.18,3469.83,3074.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,2
2022-12-22,Tomato,Singanallur,Deshi,Local,2051.42,2984.14,2454.26,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,3
2022-12-23,Tomato,RSPuram,Hybrid,Local,3088.33,3867.77,3430.32,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,4
2022-12-24,Tomato,Singanallur,Hybrid,Local,2640.03,3523.01,2981.86,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,5
2022-12-25,Tomato,Sulur,Deshi,Local,2794.78,3696.37,3193.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,6
2022-12-26,Tomato,RSPuram,Hybrid,Local,3179.1,4001.63,3613.13,INR/quintal,"Coimbatore, Tamil Nadu, India",2022,12,0
